url,doc_id,title,audience,category,language,document_version,license_or_permission
https://dienthoaivui.com.vn/chinh-sach-bao-hanh,dienthoaivui-repair-warranty,Chính sách bảo hành sửa chữa thiết bị Điện Thoại Vui,both,repair-warranty,vi,2026,public-source
https://cellphones.com.vn/chinh-sach-khui-hop-apple,cellphones-apple-unboxing,Quy định khui hộp và đổi trả sản phẩm Apple,buyer,returns-policy,vi,2026,public-source
https://cellphones.com.vn/dich-vu-khach-hang-doanh-nghiep,cellphones-b2b-seller,Chính sách bán hàng doanh nghiệp và đối tác B2B,seller,partner-policy,vi,2026,public-source
https://cellphones.com.vn/bieu-phi-bao-hanh-mo-rong,cellphones-extended-warranty,Dịch vụ và biểu phí bảo hành mở rộng rơi vỡ vào nước,buyer,warranty-policy,vi,2026,public-source
https://cellphones.com.vn/chinh-sach-giao-hang,cellphones-shipping-policy,Chính sách giao nhận và kiểm tra hàng khi nhận,buyer,shipping-policy,vi,2026,public-source
https://www.tncstore.vn/chinh-sach-bao-hanh.html,tnc-store-warranty,Chính sách bảo hành đổi mới linh kiện máy tính TNC Store,buyer,warranty-policy,vi,2026,public-source
